,text,category
17,verweerder toegelicht beoordeling aanvraag uitgegaan gegevens bronbestanden kvk aangeleverd gegevens blijkt appellante maart stond ingeschreven sbi code,3
17,financiële holdings bedrijfsomschrijving stond vermeld holdingactiviteiten appellante gesteld aangetoond informatie bronbestanden onjuist verweerder verder geconcludeerd bedrijfsomschrijving maart handelsregister geregistreerd stond aansluit geregistreerde sbi code,3
17,gewenste sbi code,3
17,wijzigingen peildatum maart volgens verweerder rekening gehouden eigen verantwoordelijkheid appellante zorgen juiste vermelding bedrijfsomschrijving handelsregister tvl biedt verder ruimte rekening houden feitelijke activiteiten zoals college geoordeeld uitspraak mei ecli nl cbb,0
17,verder stelt verweerder standpunt hogere regelgeving voorschrijft ministeriële regeling hardheidsclausule opgenomen daarom reden tvl deels onverbindend verklaren buiten toepassing laten volledigheidshalve merkt verweerder anders appellante stelt togs uitsluitend gebruik gemaakt inherente afwijkingsbevoegdheid ondernemingen onder juiste sbi code stonden ingeschreven basis bedrijfsomschrijving tegemoetkoming ingevolge togs aanmerking zouden komen tvl getracht voorkomen ondernemers grond sbi code aanmerking komen subsidie terwijl grond bedrijfsomschrijving handelsregister doelgroep tvl behoren verweerder verband immers getoetst bedrijfsomschrijving zoals maart geregistreerd stond aansluit sbi code recht geeft subsidie grond tvl volgens verweerder geval beoordeling college,3
17,college uitspraak december periode juni september geoordeeld verweerder terecht uitgegaan bedrijfsomschrijving maart holdingactiviteiten aansluit sbi code,3
17,bedrijfsomschrijving blijkt stukken appellante aannemelijk gemaakt onjuist oordeel geldt betekent onder,4
17,weergegeven beroepsgrond slaagt,8
17,uitspraak december college verder geoordeeld betoog appellante tvl willekeur hand werkt ondernemers gelijke sbi code bedrijfsomschrijving beroep togs gedaan anders appellante aanmerking komen tvl slaagt oordeel geldt maakt toekennen subsidie grond tvl namelijk aanvrager aanvraag grond togs gedaan beroepsgrond slaagt,3
17,college begrijpt appellante verder aangevoerd stelt tvl onevenredig hard uitpakt ondernemers getroffen coronamaatregelen vanwege onjuiste waarmee uitspraak wordt bedoeld bijlage tvl voorkomende sbi code inschrijving handelsregister aanmerking komen subsidie tvl daarom zover hierin voorzien onverbindend verklaard buiten toepassing gelaten vraagt exceptieve toetsing zoverre tvl,3
17,algemeen verbindende voorschriften wet formele zin rechter getoetst rechtmatigheid exceptieve toetsing bijzonder verenigbaarheid hogere regelgeving rechter komt tevens bevoegdheid toe bezien desbetreffende algemeen verbindende voorschrift voldoende deugdelijke grondslag biedt geding zijnde besluit daarbij vormen algemene beginselen behoorlijk bestuur algemene rechtsbeginselen belangrijk richtsnoer vergelijk uitspraken centrale raad beroep juli ecli nl crvb afdeling bestuursrechtspraak raad state februari ecli nl rvs,0
17,toelichting eerste tvl periode juni september stcrt opgenomen ten behoeve uitvoerbaarheid gekozen sluiten inschrijving handelsregister maart wordt rekening gehouden feitelijke activiteiten afwijken handelsregister opgenomen toelichting tvl q stcrt noch wijziging daarvan stcrt wordt ingegaan koppeling inschrijving handelsregister staat laatstgenoemde toelichting toelichting systematiek regeling wordt verwezen toelichtingen wijzigingen voorganger regeling daaruit leidt college ter zitting bevestigd verweerder tvl q geldt ten behoeve uitvoerbaarheid regeling gekozen rekening houden feitelijke activiteiten ondernemingen slechts kijken inschrijving handelsregister,8
17,uitspraken december togs ecli nl cbb college overweging ten overvloede vraag opgeworpen regelgever onder ogen gezien ondernemingen overduidelijk ernstig getroffen coronamaatregelen vasthouden maart handelsregister vastgelegde gegevens nader vangnet steeds weer buiten boot dreigen vallen brief voorzitter tweede kamer maart onderwerp sbi codes tvl geeft verweerder college terecht aandacht vraagt daarom besloten vanaf eerste kwartaal q anders gaan activiteitenomschrijving handelsregister ondernemers feitelijke activiteiten uitvoerden maart werkelijkheid anders inschrijving handelsregister blijkt basis feitelijke activiteiten tvl krijgen ondernemer voldoende weet tonen subsidieverlening hoofdactiviteit hoort feitelijke activiteiten uitgegaan regeling wijziging tvl q stcrt volgt toelichting daarbij twee gerichte hardheidsclausules opgenomen waarmee bepaalde gevallen subsidie verstrekt basis feitelijke hoofdactiviteit onderneming maart,0
17,voorgaande volgt verweerder totstandkoming tvl bewust gekozen tvl q rekening houden feitelijke activiteiten ondernemers beginsel college beoordeling beleidsmatige keuze terughoudend college stelt vervolgens vast verweerder hiervoor genoemde brief voorzitter tweede kamer problemen ondernemers doelgroep regeling behoren systematiek buiten boot vallen onderkend toegelicht waarom ervoor gekozen problemen pas ingang q verhelpen q omstandigheid gevolgen keuze verweerder zeer ingrijpend ondernemers coronamaatregelen langer duren aanleiding intensieve toets,0
17,tijdens zitting verweerder uitgelegd keuze pas vanaf q rekening houden feitelijke activiteiten maken uitvoeringspraktijk rvo mogelijk naast alle lopende procedures nieuwe aanvragen q ondernemers zoals appellante opnieuw kijken aanvragen q college begrijpt belang uitvoerbaarheid tvl zeer groot togs tvl periode juni september tijdelijke noodmaatregelen noodgedwongen generiek karakter hadden waarbij steeds maatwerk geboden beoordeling hand registratie handelsregister maart maakte mogelijk snel beslissen grote aantal ingediende aanvragen snel betaling gaan verweerder onderkend systematiek ondernemers buiten boot vielen daarom enkele keren regelingen aangepast sbi codes nemen bijlage verweerder echter gekozen pas vanaf tvl q feitelijke activiteiten beoordeling betrekken,8
17,college oordeel moment totstandkoming tvl q gesproken tijdelijke situatie noodmaatregelen naarmate pandemie daarmee maatregelen langer duurden ondernemers subsidie harder nodig waar aanvankelijk vooral belang uitvoerbaarheid snel uitbetalen subsidie voorop stond loop tijd belangen ondernemers vanwege onjuiste sbi code onjuiste bedrijfsomschrijving subsidie aanmerking komen steeds zwaarder gaan wegen lasten steeds groter werden perspectief volledige heropening ondernemingen opvolgende lockdowns steeds verder toekomst kwam liggen oordeel college regelgever opstellen tvl q onvoldoende rekening mee gehouden college neemt hierbij aanmerking problematiek ten tijde togs tvl bekend bezwaar gemaakt ondernemers onjuiste sbi code onjuiste bedrijfsomschrijving subsidie gekregen uitspraak december ecli nl cbb onder,3
17,college aandacht gevraagd verweerder alleen uitvoeringsredenen ingang q problemen geanticipeerd college begrijpt toelichting verweerder ter zitting mogelijk toetsen feitelijke werkzaamheden extra werk oplevert terwijl rvo zwaar belast uitvoering alle coronasteunregelingen hoewel college begrip uitvoeringsproblematiek belang eerder uitspraken tvl doorslaggevend geacht college oordeel q balans doorslaat belang groep ondernemers aanmerking komen subsidie college neemt daarbij aanmerking ondernemers ondanks eigen verantwoordelijkheid juiste inschrijving handelsregister konden voorzien onjuiste inschrijving maart zulke ingrijpende gevolgen toekomst nadelige gevolg voortbestaan onderneming gebrek subsidie mogelijk gevaar komt staat verhouding uitvoeringsbelang verweerder regeling gelet voorgaande ten onrechte vastgesteld daarin groep ondernemers voorzien oplossing zoals tvl q gedaan betekent regeling punt strijd artikel tweede lid algemene wet bestuursrecht,0
17,leidt volgende artikel tweede lid onder d tvl welke bepaling inhoudt onderneming alleen aanmerking komt subsidie q indien maart staat ingeschreven handelsregister kvk sbi code vermeld bijlage tvl bedrijfsomschrijving aansluit sbi code vermeld bijlage ontbreekt ten onrechte voorziening hiervoor omschreven groep ondernemers voorwaarden voldoen gezien feitelijke activiteiten onder doelgroep tvl vallen vaststelling regeling strekt verlenen rechten aanspraken ten onrechte bepaalde voorziening ontbreekt echter leiden onverbindend verklaren gedeelte regeling waarin juist rechten aanspraken verleend dergelijk geval daarom goed mogelijk bepaling wijzen onverbindend college acht reden geraden betrokken groep ondernemers onder appellante artikel tweede lid onder d tvl q genoemde voorwaarden buiten toepassing laten afwijzend besluit mag daardoor betrokken groep ondernemers bepaling gebaseerd conclusie,3
17,volgt beroep gegrond college vernietigt daarom bestreden besluit verweerder nieuw besluit bezwaar moeten nemen inachtneming uitspraak betekent verweerder daarbij rekening houden feitelijke activiteiten onderneming appellante bijvoorbeeld wijze geregeld artikel vijfde lid tvl q college stelt hiervoor termijn vier weken college veroordeelt verweerder appellante gemaakte proceskosten kosten stelt college grond besluit proceskosten bestuursrecht derde beroepsmatig verleende rechtsbijstand vast,9
17,punt indienen beroepschrift punt zitting punt nadere zitting waarde per punt wegingsfactor bijlage regeling subsidie vaste lasten financiering covid tvl hoofdstuk,4
17,subsidie vaste lasten paragraaf,8
17,subsidie vaste lasten periode oktober november december artikel,8
17,verstrekking subsidie,8
17,minister verstrekt aanvraag eenmalig subsidie getroffen mkb onderneming dragen financiering vaste lasten maanden oktober november december,8
17,subsidie wordt enkel verstrekt mkb onderneming waarvan omzetverlies ten minste bedraagt waarvan uitkomst vermenigvuldiging a c ten minste,8
17,bedraagt maart handelsregister stond ingeschreven waarvan hoofdactiviteit waaronder mkb onderneming maart ingeschreven handelsregister daarbij behorende code standaard bedrijfsindeling bijlage opgenomen maart ingeschreven handelsregister hoofdactiviteit onder code,3
17,,8
17,,8
17,standaard bedrijfsindeling nevenactiviteit bijlage opgenomen paragraaf,8
17,subsidie vaste lasten periode januari februari maart artikel,8
17,verstrekking subsidie,8
17,minister verstrekt aanvraag eenmalig subsidie getroffen mkb onderneming dragen financiering vaste lasten maanden januari februari maart,8
17,subsidie wordt enkel verstrekt mkb onderneming waarvan omzetverlies ten minste bedraagt waarvan uitkomst vermenigvuldiging a c ten minste,8
17,bedraagt maart handelsregister stond ingeschreven waarvan hoofdactiviteit waaronder mkb onderneming maart ingeschreven handelsregister daarbij behorende code standaard bedrijfsindeling bijlage opgenomen maart ingeschreven handelsregister hoofdactiviteit onder code,3
17,,8
17,,8
17,standaard bedrijfsindeling nevenactiviteit bijlage opgenomen,8
17,afwijking tweede lid onderdeel d wordt subsidie verstrekt mkb onderneming indien ten genoegen minister blijkt mkb onderneming maart feitelijk hoofdactiviteit uitvoerde bijlage opgenomen,8
18,overwegingen,5
18,verweerder ontvankelijk verklaren bezwaar appellante ten grondslag gelegd appellante laat bezwaar gemaakt daarvoor appellante genoemde reden reden late indiening ervan accepteren,4
18,appellante voert nooit melding ontvangen primaire besluit klaar stond besluit per post ontvangen brief waarmee verweerder gevraagd reden termijnoverschrijding ontvangen pas appellante later inlogde portaal ingestemd digitale correspondentie hoogte geraakt primaire besluit daardoor tijd bezwaar maken,4
18,college komt volgende beoordeling,0
18,geschil appellante laat bezwaar gemaakt grond artikel algemene wet bestuursrecht awb indien bezwaarschrift laat ingediend ontvankelijkverklaring grond daarvan achterwege blijven redelijkerwijs geoordeeld indiener verzuim termijnoverschrijding verschoonbaar,8
18,college stelt vast appellante aanvraagformulier oktober ondertekend ingediend expliciet toestemming gegeven aanvraag alleen digitaal bericht ontvangen formulier stelling ontvang alleen digitaal bericht aanvraag beantwoorden zoals appellante ter zitting bevestigd aldus bewust ingestemd verdere digitale correspondentie hiermee mocht verweerder grond artikel eerste lid awb besluit digitaal verzenden college redenen nemen appellante besluit ontvangen appellante zichzelf ontkend appellante april via notificatiemail verstuurd appellante aanvraagformulier ingevulde e mailadres hoogte gesteld feit bericht tvl aanvraag klaar stond verweerder bijlage verweerschrift afschrift notificatiemail overgelegd daarom reden nemen appellante tijd bezwaar maken verweerder bezwaar appellante daarom terecht ontvankelijk verklaard,4
18,beroep ongegrond proceskostenveroordeling bestaat aanleiding,3
19,overwegingen,5
19,college beroep ontvankelijk verklaard beroepschrift laat ingediend termijnoverschrijding verschoonbaar,8
19,uitspraak college november juist beroepstermijn aangevangen mei zoals appellante betoogd mei laatste dag beroepstermijn daarom juni beroepschrift juli college ontvangen enveloppe poststempel juni daarom laat ingediend omstandigheden termijnoverschrijding verschoonbaar maken gebleken,0
19,verzet daarom ongegrond verklaard betekent beroep appellante inhoudelijk wordt behandeld zaak uitspraak geëindigd,4
19,veroordeling proceskosten verzet bestaat aanleiding,9
20,overwegingen,5
20,appellante vennootschap onder firma v o f bestaat drie vennoten vader moeder zoon naam zoon akte vennootschap onder firma juli blijkt v o f aangegaan per januari jaar,4
20,appellante gecombineerde opgave verzocht uitbetaling extra betaling jonge landbouwers daarbij jonge landbouwer opgegeven zoon januari startdatum daadwerkelijke langdurige zeggenschap appellante destijds betalingsrechten aangevraagd nationale reserve,4
20,appellante verzocht uitbetaling extra betaling jonge landbouwers verder verzocht betalingsrechten nationale reserve daarbij zoon opgegeven jonge landbouwer april startdatum daadwerkelijke langdurige zeggenschap,4
20,verweerder stelt ter zake aanvraag betalingsrechten nationale reserve primaire besluit i standpunt wordt voldaan voorwaarden zoon immers per januari toegetreden v o f gecombineerde opgave appellante verklaard zoon vanaf datum daadwerkelijke langdurige zeggenschap bedrijf verklaring appellante gehouden verder meent verweerder ter zake primaire besluit ii appellante aanspraak maken hoger bedrag,4
20,aantal beschikbare betalingsrechten bepalend hoogte gevraagde uitbetaling,8
20,appellante voert gecombineerde opgave hetgeen daarin opgenomen startdatum daadwerkelijke langdurige zeggenschap tegengeworpen datum aanvang dagelijkse bedrijfsuitvoering volstrekt relevant datum januari voldeed voorwaarden latere opgaves werkelijke datum aanvang daadwerkelijke langdurige zeggenschap zoon bedrijf pas relevant aanvraag toewijzing betalingsrechten nationale reserve,8
20,verder verweerder aanvraag betreffende toewijzing betalingsrechten nationale reserve volgens appellante moeten toetsen artikel vierde lid beleidsregel uitvoeringsregeling rechtstreekse betalingen glb beleidsregel eerdere aanvragen beleidsregel maakt namelijk uitzondering gegevens vermeld eerdere aanvragen voorziet aanvraag wordt afgewezen grond vermeld gecombineerde opgave verder wijst erop beleidsregel pas mei volgens appellante uiterste datum indienen gecombineerde opgave werking getreden brengt aanvraag extra betaling jonge landbouwers zoals gedaan gecombineerde opgave rechtstreeks moest getoetst artikel eerste lid gedelegeerde verordening eu nr commissie maart aanvulling verordening eu nr europees parlement raad vaststelling voorschriften rechtstreekse betalingen landbouwers kader steunregelingen gemeenschappelijk landbouwbeleid verordening waarin criterium mede belast dagelijkse bedrijfsuitvoering voorkomt artikel verordening eu nr europees parlement raad december vaststelling voorschriften rechtstreekse betalingen landbouwers kader steunregelingen gemeenschappelijk landbouwbeleid verordening,8
20,uitsluitend geval beroepsgronden beslissing ter zake nationale reserve slagen voert appellante ten aanzien uitbetaling basis vergroeningsbetaling extra betaling jonge landbouwers jaar verweerder oppervlakte perceel onjuist vastgesteld afgekeurde gedeelte perceel lag begin gras maïskuil begin maart stuk ingezaaid gras verklaart waarom perceelgedeelte afwijkt rest perceel echter perceel ingezaaid gras perceel gedurende kalenderjaar gebruik landbouwgrond daarom subsidiabel aldus appellante,4
20,verweerder handhaaft verweerschrift standpunt appellante recht betalingsrechten nationale reserve jonge landbouwers startdatum zeggenschap zoon januari appellante kader extra betaling jonge landbouwers steeds verklaard verweerder wijst erop toekenning betalingsrechten nationale reserve toewijzing extra betaling jonge landbouwers steeds dezelfde inhoudelijke vereisten gelden binnen dezelfde regeling basis twee verschillende data waarop jonge landbouwer daadwerkelijke langdurige zeggenschap verkregen zowel extra betaling jonge landbouwers betalingsrechten nationale reserve toegewezen ten aanzien standpunt appellante beleidsregel pas mei werking getreden voert verweerder uiterste datum indienen aanvraag juni appellante destijds datum aanvraag ingediend aanvraag wijzigen zodra beleidsregel opmaken zoon feitelijk later tijdstip daadwerkelijke langdurige zeggenschap verkregen,4
20,college ziet vraag gesteld verweerder appellante terecht betalingsrechten nationale reserve toegewezen verweerder terecht primaire besluit ii genoemde bedrag ongewijzigd gelaten toewijzing betalingsrechten nationale reserve,1
20,toewijzing betalingsrechten nationale reserve jonge landbouwers gebaseerd verordening hierbij wordt onder jonge landbouwers verstaan landbouwers zin artikel tweede lid verordening voorkomend geval artikel derde elfde lid verordening artikel tweede lid bepaalt onder jonge landbouwers wordt verstaan natuurlijke personen a eerst bedrijfshoofd landbouwbedrijf oprichten n bedrijf opgericht periode vijf jaar voorafgaande eerste indiening aanvraag kader basisbetalingsregeling regeling inzake enkele areaalbetaling bedoeld artikel eerste lid verordening eu nr europees parlement raad december inzake financiering beheer monitoring gemeenschappelijk landbouwbeleid b ouder veertig jaar jaar indiening onder a bedoelde aanvraag,8
20,zover belang bepaalt artikel eerste lid aanhef onder b verordening artikel eerste lid verordening bedoelde jaarlijkse betaling jonge landbouwers wordt toegekend rechtspersoon ongeacht diens rechtsvorm voldoet voorwaarde jonge landbouwer zin artikel tweede lid verordening tijdens elk jaar waarvoor rechtspersoon aanvraag betaling kader regeling jonge landbouwers indient daadwerkelijke langdurige zeggenschap rechtspersoon betreft beslissingen gebied beheer voordelen financiële risico s genomen grond artikel verordening artikel overeenkomstige toepassing groep natuurlijke personen bedoeld artikel eerste lid onder a verordening voldoet artikel eerste lid onder a verordening vastgestelde vereisten,8
20,artikel eerste lid beleidsregel bepaalde ten tijde belang daadwerkelijke langdurige zeggenschap bedoeld artikel eerste lid onder b verordening sprake indien jonge landbouwer a ten minste blokkerende zeggenschap ter zake ondernemingsbeslissingen financieel belang,8
20,euro b ten minste belast dagelijkse bedrijfsvoering derde lid aanhef onder a artikel beleidsregel bepaalde ten tijde belang datum vanaf welke jonge landbouwer wordt geacht voldoen eerste lid wordt bepaald datum waarop jonge landbouwer blijkens registratie handelsregister bedoeld artikel handelsregisterwet toegetreden maatschap vennootschap onder firma jonge landbouwer blokkerende zeggenschap bedoeld eerste lid onder a verkregen afwijking derde lid datum waarop jonge landbouwer voldoet eerste lid later moment bepaald ingeval jonge landbouwer schriftelijk bewijsmateriaal bijlage verzamelaanvraag ten genoegen minister aantoont a gebruikmaking bescheiden bedoeld tweede lid onderdelen a d later moment eerste lid onderdeel a bedoelde blokkerende zeggenschap verworven b later moment mede belast dagelijkse bedrijfsvoering bedoeld eerste lid onderdeel b gevolg volgen dagopleiding gedurende gemiddeld dagen per week verrichten betaalde werkzaamheden onderneming gedurende gemiddeld uur per week zie artikel vierde lid beleidsregel,8
20,college stelt vast appellante gecombineerde opgave kader gevraagde uitbetaling extra betaling jonge landbouwers startdatum aanvang daadwerkelijke langdurige zeggenschap zoon januari opgegeven begrijpt college anders daarop volgende jaren verzocht uitbetaling extra betaling jonge landbouwers verder tevens verzocht betalingsrechten nationale reserve april startdatum daadwerkelijke langdurige zeggenschap zoon,0
20,college oordeel verweerder aanvraag betalingsrechten nationale reserve terecht opgegeven latere datum aanvang daadwerkelijke langdurige zeggenschap aanmerking genomen daarbij verweerder terecht overwogen basis twee verschillende data waarop jonge landbouwer daadwerkelijke langdurige zeggenschap verkregen zowel extra betaling jonge landbouwers betalingsrechten nationale reserve toegewezen uitgaande startdatum zeggenschap januari verweerder terecht geoordeeld appellante voldoet voorwaarde landbouwer langer vijf jaar geleden vanaf eerste moment aanvraag landbouwbedrijf opgericht beroepsgrond faalt perceel gelet voorgaande voorwaardelijk geformuleerde beroepsgrond behoeft hetgeen aangevoerd omtrent perceel bespreking,4
20,beroep appellante ongegrond redelijke termijn,4
20,college stelt ambtshalve vast redelijke termijn zoals bedoeld artikel handvest grondrechten europese unie artikel europees verdrag bescherming rechten mens fundamentele vrijheden verstreken afloop termijn zes weken uitspraak gaat punitieve procedure volgt primaire besluiten dateren februari geval geldt uitgangspunt bezwaar beroepsfase samen langer mogen duren twee jaar daarbij mag behandeling bezwaar ten hoogste half jaar duren mag behandeling beroep ten hoogste anderhalf jaar beslag nemen behoudens factoren onder omstandigheden aanleiding geven overschrijding behandelingsduren gerechtvaardigd achten,8
20,redelijke termijn neemt aanvang ontvangst bezwaarschrift verweerder geval verweerder bezwaarschrift appellante waarin bezwaar maakt primaire besluiten i ii ontvangen januari college stelt vast ten tijde uitspraak hiervoor bedoelde termijn twee jaar overschreden twee maanden factoren onder omstandigheden aanleiding geven overschrijding behandelingsduur gerechtvaardigd achten sprake uitgaande tarief per half jaar redelijke termijn overschreden waarbij totaal overschrijding boven wordt afgerond brengt mee appellante recht schadevergoeding college stelt vast overschrijding geheel haarzelf toe rekenen college daarom staat veroordelen betaling bedrag appellante proceskostenveroordeling bestaat aanleiding,4
21,overwegingen rechtsoverweging wordt verwezen uitvoeringsbesluit meststoffenwet uitvoeringsbesluit plaats uitvoeringsregeling meststoffenwet uitvoeringsregeling uitspraak kennelijke eenvoudig herstel vatbare onjuistheid bevat bestaat aanleiding uitspraak punt rectificeren college wijzigt uitspraak november volgt college oordeelt fokstiertjes appellante terecht fosfaatrechten toegekend fokstiertjes jongvee jonger jaar bestemd vleesveehouderij vallen onder definitie begrip melkvee msw appellante gelijk direct passende categorie fokstiertjes vleesveehouderij bestaat tabel i bijlage d uitvoeringsregeling eventuele indeling fokstiertjes meest passende categorie leidt echter conclusie daarom melkvee moeten aangemerkt grond msw diercategorieën uitvoeringsregeling bepalen welk excretieforfait toepassing schrijven fosfaatrechten dieren toegekend laatstgenoemde gaat artikel eerste lid aanhef onderdeel kk msw zoals appellante erkent staat mannelijk jongvee jonger jaar gehouden vleesveehouderij genoemd onderdeel kk fokstiertjes vallen daarmee onder wettelijke definitie melkvee gevolg waarvan verweerder grond artikel derde lid msw terecht fosfaatrechten dieren vastgesteld uitspraak rectificatie gerectificeerd exemplaar oorspronkelijke uitspraak gehecht gerectificeerde uitspraak gepubliceerd rechtspraak nl,0
22,overwegingen feiten omstandigheden,5
22,college gaat volgende feiten omstandigheden,0
22,augustus districtsinspecteur landelijke inspectie dierenbescherming lid onderzoek ingesteld welzijn gezondheid hond appellant bevindingen neergelegd toezichtrapport augustus toezichtrapport toezichtrapport vermeldt zover belang volgende contact rijksdienst ondernemend nederland vanwege bevindingen ten aanzien medische status hond naam betrokkene naam nam telefonisch contact rijksdienst ondernemend nederland overleg medewerker last onder bestuursdwang opgemaakt welke uitgereikt betrokkene controle bleek gehoor gegeven advies dierenarts specialist hond steeds geopereerd hond diende binnen uur uitreiking last onder bestuursdwang dierenarts aangeboden ter operatie rechteroog controle locatie woonadres betrokkene diezelfde dag rapporteur gezelschap twee ambtenaren politie omstreeks uur ter plaatse woonadres betrokkene naam politie bezit machtiging binnentreden welke gebruikt noodzaak betrokkene mee werken controle woonadres betrof leegstaand winkelpand daarboven woning nadat rapporteur aangebeld woning kwam man beneden trap lopen keek argwanend hoofdschuddend glazen voordeur vroeg deur openen wilde spreken man betrokkene deur opende legitimeerde toezichthouder buitengewoon opsporingsambtenaar deelde reden doel komst mede betrokkene begon direct schreeuwen moeizaam rust manen nadat betrokkene kalmer geworden volgde monoloog waarin aangaf heel goed hond hond nergens last elke dag speelde speeltje flostouw gaf hond geopereerd hond wilde laten zien betrokkene wilde binnenlaten betrokkene vervolgens ambtenaar politie machtiging binnentreden getoond medegedeeld hond gingen kijken betrokkene heel erg boos schreeuwde onrechtmatig bezig staartje krijgen mee terwijl discussie vanuit betrokkene politie volgde rapporteur trap woning gelopen zag gang overloop woning bruine labrador retriever staan zag direct ouder dier betrof zag verder goede voedingsconditie verkeerde glanzende vacht hond kwispelde vriendelijk zag rechteroog hond opgezwollen vergroot zag oog uitpuilde oogkas zag oogwit rechteroog rood kleur zag roodgekleurde adertjes oogwit nadat hond bekeken gezien geopereerd eerder aangegeven betrokkene liep trap woning sprak hal woning betrokkene betrokkene omstreeks uur betreffende last onder bestuursdwang uitgereikt deelde betrokkene mede welke maatregelen genomen diende binnen uur tijd betrokkene gooide brief last onder bestuursdwang grond hal betrokkene begon schreeuwen schreeuwde feit volgende dag afspraak specialist oog hond betrokkene afspraakbevestiging tonen naam noemen genoemde specialist hoorde schreeuwen oogspecialist zuiden gaf diende gaan bellen binnen gestelde termijn hond diende bieden specialist betrokkene bleef schreeuwen tieren stelde onrechtmatig woning onrechtmatig stoep stonden bevoegd stoep staan betrokkene medegedeeld uur weer controle zouden komen betrokkene gaf arrestatieteam moesten komen dialoog betrokkene gaan ten tijde tirade vervolg gegaan richting politiebureau plaats,8
22,verweerder appellant last onder bestuursdwang opgelegd vanwege overtreding artikel aanhef onder c bhd appellant nagelaten behandelplan universitair diergeneeskundig centrum utrecht dierenarts pijnlijke oogaandoening hond naam glaucoom volgen daarbij appellant maatregel opgelegd binnen twee uur uitreiken besluit hond bieden dierenarts specialist operatie rechteroog,1
22,politieambtenaar augustus opgemaakte verslag binnentreden woning appellant vermeldt zover belang volgende donderdag augustus omstreeks uur krachtens machtiging hulpofficier justitie welke machtiging augustus afgegeven grond artikel algemene wet binnentreden binnengetreden woning bewoond naam toestemming bewoner naam binnentreden geweld toegepast verbalisant inspecteur lid belde vraag binnen mocht komen hond betrokkene zien betrokkene weigerde toegang woning hierop verbalisant machtiging getoond mondeling toegelicht verbalisant boven woning gelopen trof hond hierop verbalisant spoedlast betrokkene uitgereikt betrokkene wilde deur dicht hierop verbalisanten voet tussen deur gezet deur geopend betrokkene wilde kant gaan verbalisanten laten hierop verbalisant betrokkene deuropening verwijderd zodat toegang kregen woning woning verlaten donderdag augustus omstreeks uur,8
22,dezelfde dag inspecteur lid aanleiding opgelegde last onder bestuursdwang hercontrole uitgevoerd woning appellant bevindingen neergelegd toezichtrapport zover belang volgende vermeldt controle maatregel last onder bestuursdwang diezelfde dag nadat rapporteur overleg gehad medewerker rijksdienst ondernemend nederland toestemming gegeven controle bleek betrokkene hond dierenarts aangeboden ter operatie opgelegde maatregel conform artikel awb uitvoeren omstreeks,8
22,uur gezamenlijk ambtenaren politie ter plaatse woonadres betrokkene naam bezit machtiging binnentreden uitgeschreven hulp officier justitie welke aanwezig controle nadat aangebeld kwam betrokkene achter voordeur staan schreeuwde glas deur nergens mee wilde werken recht hadden controleren toonde wederom legitimatiepasje ruit voordeur alsnog weigerde betrokkene deur open vervolgens sommeerde politie betrokkene deur openen nadat bleef weigeren voordeur geforceerd geopend hond betrokkene vervolgens bus politie gezet overgebracht dichtstbijzijnde dierenkliniek hond kliniek omstreeks,8
22,uur opgenomen ter operatie direct volgende ochtend,8
22,politieambtenaar augustus verslag opgemaakt binnentreden woning appellant verband hercontrole verslag vermeldt zover belang volgende donderdag augustus omstreeks uur vergezeld inspecteur politie eenheid midden nederland hoofdagent politie eenheid midden nederland krachtens machtiging hulpofficier justitie welke machtiging augustus afgegeven grond artikel algemene wet binnentreden binnengetreden woning bewoond naam toestemming bewoner naam binnentreden geweld toegepast betrokkene weigerde deur openen ter controle dierenwelzijn hierbij verbalisant deur geforceerd zodat woning konden betreden woning verlaten donderdag augustus omstreeks uur,8
22,toezichtrapport vermeldt voorts naam augustus geopereerd dezelfde dag uur teruggebracht appellant bestreden besluit,1
22,bestreden besluit verweerder bezwaar primaire besluit gegrond verklaard primaire besluit herroepen daarin stelt verweerder weliswaar terecht overtreding artikel aanhef onder c bhd vastgesteld concludeert primaire besluit appellant vergunde termijn twee uur overtreding ongedaan maken onevenredig kort verweerder moment opleggen last immers weten appellant afspraak staan dierenarts specialist oogarts naam augustus gebleken toestand oog augustus urgent behandeling dierenarts afgewacht verweerder meent appellant daarom gelegenheid moeten bieden behandeling augustus laten plaatsvinden kosten toegepaste bestuursdwang,1
22,brief mei verweerder appellant bericht factuur ontvangen kosten toepassing bestuursdwang gemaakt consulteren dierenarts operatie oog naam afziet kosten appellant rekening brengen verzoek schadevergoeding,1
22,ter zitting september appellant college grond artikel awb verzocht verweerder veroordelen vergoeding gevolg onrechtmatig opgelegde last geleden materiele immateriële schade ter hoogte,1
22,beoordeling colleg e,8
22,toepassing zijnde wettelijk kader verwijst college bijlage uitspraak bijlage maakt deel uitspraak,0
22,college allereerst ambtshalve ingaan vraag beroep appellant mede betrekking inhoud brief mei omvang geding daarna komt beroep appellant bestreden besluit orde ten slotte college verzoek appellant schadevergoeding beoordelen afbakening omvang geding brief verweerder mei,1
22,ingevolge artikel c eerste lid algemene wet bestuursrecht awb beroep last onder bestuursdwang mede betrekking beschikking vaststelling kosten bestuursdwang zover belanghebbende beschikking betwist,8
